state,tor_length,tor_width,year,injuries,fatalities,tor_scale_unified
VA,1.7,25.0,2004,0,0,EF0
VA,0.3,25.0,2004,0,0,EF0
MO,0.2,80.0,2004,7,0,EF1
IN,2.0,133.0,2004,2,0,EF2
FL,7.0,30.0,2004,0,0,EF0
FL,5.0,30.0,2004,0,0,EF0
AL,3.0,30.0,2004,0,0,EF0
MO,0.8,50.0,2004,0,0,EF0
FL,1.8,100.0,2004,0,0,EF1
FL,3.6,50.0,2004,0,0,EF0
GA,3.5,30.0,2004,0,0,EF1
FL,1.0,30.0,2004,0,0,EF0
FL,1.0,30.0,2004,0,0,EF0
VA,3.0,75.0,2004,0,0,EF1
MD,0.8,200.0,2004,0,0,EF1
AL,2.3,250.0,2004,0,0,EF0
FL,0.2,30.0,2004,0,0,EF0
FL,0.2,30.0,2004,0,0,EF0
FL,0.2,30.0,2004,0,0,EF0
FL,0.3,50.0,2004,0,0,EF0
FL,1.0,0.2,2004,0,0,EF0
FL,1.0,0.2,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF1
NH,7.0,40.0,2004,0,0,EF0
MO,0.1,100.0,2004,0,0,EF1
NC,7.0,40.0,2004,0,0,EF1
SC,5.0,100.0,2004,0,0,EF1
SC,0.3,25.0,2004,0,0,EF1
NC,0.1,25.0,2004,0,0,EF0
SC,0.1,30.0,2004,0,0,EF1
NC,4.2,40.0,2004,0,0,EF1
SC,0.4,30.0,2004,0,0,EF0
SC,0.6,30.0,2004,0,0,EF0
NC,1.6,40.0,2004,0,0,EF0
SC,1.3,30.0,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
IL,2.5,50.0,2004,1,0,EF1
MN,7.0,100.0,2004,0,0,EF1
FL,21.0,1.0,2004,0,0,EF0
FL,1.0,1.0,2004,0,0,EF0
AZ,1.0,10.0,2004,0,0,EF0
MD,0.5,100.0,2004,0,0,EF1
NC,0.2,100.0,2004,0,0,EF1
CO,1.0,100.0,2004,0,0,EF0
GA,2.0,60.0,2004,0,0,EF2
PA,2.3,50.0,2004,0,0,EF1
FL,0.3,30.0,2004,0,0,EF0
CO,2.5,25.0,2004,0,0,EF1
CO,7.5,15.0,2004,0,0,EF0
MN,12.0,100.0,2004,0,0,EF1
SC,1.0,40.0,2004,0,0,EF0
SC,4.0,75.0,2004,0,0,EF1
NC,2.0,30.0,2004,0,0,EF1
WY,1.0,50.0,2004,0,0,EF0
NC,2.0,75.0,2004,0,0,EF1
NC,0.5,25.0,2004,0,0,EF0
NC,0.5,50.0,2004,0,0,EF0
NC,0.5,25.0,2004,0,0,EF0
VA,0.2,20.0,2004,0,0,EF0
VA,7.1,440.0,2004,4,0,EF2
NC,0.0,30.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
ME,0.2,10.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
SC,0.5,50.0,2004,0,0,EF1
SC,4.0,225.0,2004,0,0,EF1
CO,1.5,130.0,2004,0,0,EF1
NC,6.0,100.0,2004,0,0,EF1
NC,0.2,20.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
KS,0.4,100.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
VA,1.7,40.0,2004,0,0,EF0
VA,0.1,40.0,2004,0,0,EF0
VA,6.0,50.0,2004,0,0,EF0
VA,2.0,40.0,2004,0,0,EF0
VA,1.0,50.0,2004,0,0,EF0
VA,2.0,50.0,2004,0,0,EF0
VA,1.0,50.0,2004,0,0,EF0
VA,3.0,50.0,2004,0,0,EF0
VA,0.2,20.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
MO,0.8,40.0,2004,0,0,EF0
MO,0.8,40.0,2004,0,0,EF0
MO,0.8,40.0,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
SC,1.3,50.0,2004,0,0,EF0
SC,0.7,50.0,2004,0,0,EF0
IL,0.1,10.0,2004,0,0,EF0
MI,0.2,30.0,2004,0,0,EF0
NC,8.0,200.0,2004,0,0,EF1
NC,0.5,25.0,2004,0,0,EF0
KS,0.2,40.0,2004,0,0,EF0
SC,3.0,50.0,2004,0,0,EF0
SC,0.5,50.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
IN,0.1,10.0,2004,0,0,EF0
MI,0.2,30.0,2004,0,0,EF0
SC,3.0,150.0,2004,0,0,EF1
FL,1.0,30.0,2004,0,0,EF0
WY,0.1,10.0,2004,0,0,EF0
WY,0.5,10.0,2004,0,0,EF0
SD,0.1,10.0,2004,0,0,EF0
IA,7.0,1200.0,2004,0,0,EF2
NC,0.5,25.0,2004,0,0,EF0
FL,0.8,20.0,2004,0,0,EF0
FL,0.2,50.0,2004,0,0,EF1
FL,0.1,50.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
GA,7.0,150.0,2004,0,0,EF1
TX,16.0,200.0,2004,0,0,EF1
VA,2.3,200.0,2004,0,0,EF1
VA,5.5,100.0,2004,0,0,EF0
VA,5.0,150.0,2004,0,0,EF0
VA,0.3,50.0,2004,0,0,EF0
PR,0.1,0.5,2004,0,0,EF0
CA,0.5,15.0,2004,0,0,EF0
VA,4.0,250.0,2004,0,0,EF2
MS,20.0,600.0,2004,2,0,EF2
VA,8.0,150.0,2004,0,0,EF2
VA,5.0,100.0,2004,3,0,EF2
GA,0.5,50.0,2004,0,0,EF0
GA,0.2,50.0,2004,0,0,EF0
VA,0.1,50.0,2004,0,0,EF0
MD,3.0,150.0,2004,0,0,EF1
MD,7.0,100.0,2004,0,0,EF1
MD,3.0,200.0,2004,0,0,EF2
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,50.0,2004,0,0,EF0
SC,1.5,80.0,2004,1,0,EF3
MS,0.5,40.0,2004,0,0,EF0
VA,8.0,400.0,2004,0,0,EF2
VA,0.1,75.0,2004,0,0,EF1
FL,2.0,75.0,2004,0,0,EF0
SC,0.5,50.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.5,100.0,2004,0,0,EF1
TX,0.1,20.0,2004,0,0,EF0
MS,5.5,400.0,2004,0,0,EF1
VA,7.0,150.0,2004,1,0,EF2
GA,1.0,50.0,2004,0,0,EF0
MS,3.0,40.0,2004,0,0,EF0
MS,4.0,100.0,2004,0,0,EF1
MS,1.0,150.0,2004,0,0,EF2
TX,0.4,35.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
FL,3.0,100.0,2004,0,0,EF0
FL,5.0,100.0,2004,0,0,EF0
FL,10.0,200.0,2004,0,0,EF1
MD,2.0,125.0,2004,0,0,EF2
FL,0.2,100.0,2004,0,0,EF1
FL,0.2,50.0,2004,0,0,EF0
IN,1.5,33.0,2004,0,0,EF1
IN,0.1,10.0,2004,0,0,EF0
TX,10.0,300.0,2004,0,0,EF1
VA,1.5,200.0,2004,0,0,EF2
VA,0.8,100.0,2004,0,0,EF1
AR,0.2,30.0,2004,0,0,EF0
SC,0.5,60.0,2004,1,0,EF2
SC,0.2,40.0,2004,0,0,EF0
GA,2.0,50.0,2004,0,0,EF0
LA,10.0,600.0,2004,3,0,EF2
LA,14.0,150.0,2004,0,0,EF1
LA,3.0,50.0,2004,0,0,EF1
AL,13.4,300.0,2004,1,0,EF1
TX,0.3,400.0,2004,0,0,EF0
TX,3.0,300.0,2004,0,0,EF1
LA,6.0,300.0,2004,0,0,EF1
LA,1.0,100.0,2004,0,0,EF1
TX,1.0,100.0,2004,0,0,EF1
TX,1.0,100.0,2004,0,0,EF1
MS,12.0,600.0,2004,2,1,EF3
MS,8.0,400.0,2004,0,0,EF1
MD,1.0,75.0,2004,0,0,EF0
MD,0.5,100.0,2004,0,0,EF0
MN,0.7,50.0,2004,0,0,EF1
LA,0.5,25.0,2004,0,0,EF0
MD,1.0,200.0,2004,0,0,EF1
VA,0.3,100.0,2004,0,0,EF1
SC,1.0,75.0,2004,0,0,EF1
FL,0.2,50.0,2004,0,0,EF0
FL,3.5,75.0,2004,0,0,EF0
AL,0.3,70.0,2004,0,0,EF1
VA,0.3,50.0,2004,0,0,EF0
VA,9.0,200.0,2004,2,0,EF3
FL,0.1,20.0,2004,0,0,EF0
FL,0.2,30.0,2004,0,0,EF0
FL,0.4,40.0,2004,0,0,EF1
FL,0.1,30.0,2004,0,0,EF0
FL,0.2,30.0,2004,0,0,EF0
FL,2.0,30.0,2004,0,0,EF0
WV,0.5,100.0,2004,0,0,EF0
MD,1.0,100.0,2004,0,0,EF1
WV,2.0,100.0,2004,6,0,EF2
WV,2.0,100.0,2004,0,0,EF1
OK,0.1,20.0,2004,0,0,EF0
GA,3.0,60.0,2004,0,0,EF0
GA,2.0,50.0,2004,0,0,EF0
IN,0.5,50.0,2004,0,0,EF0
IN,0.6,50.0,2004,0,0,EF1
AL,0.1,30.0,2004,0,0,EF0
AL,0.1,35.0,2004,0,0,EF0
WI,1.0,25.0,2004,0,0,EF0
IA,4.2,440.0,2004,0,0,EF1
MO,6.0,500.0,2004,0,0,EF1
MO,1.5,250.0,2004,0,0,EF0
AL,3.0,150.0,2004,0,0,EF0
MO,2.0,400.0,2004,0,0,EF1
MO,0.5,100.0,2004,0,0,EF0
GA,2.0,75.0,2004,0,0,EF0
GA,1.0,100.0,2004,0,0,EF1
GA,1.0,100.0,2004,0,0,EF1
NC,0.5,25.0,2004,0,0,EF0
NC,0.5,50.0,2004,0,0,EF0
AL,0.1,40.0,2004,0,0,EF0
ID,0.0,16.0,2004,0,0,EF0
ID,0.0,16.0,2004,0,0,EF0
GA,0.1,50.0,2004,0,0,EF0
SC,0.8,50.0,2004,0,0,EF1
SC,0.1,15.0,2004,0,0,EF0
SC,5.0,50.0,2004,0,0,EF0
SC,0.1,10.0,2004,0,0,EF0
SC,4.5,50.0,2004,0,0,EF1
GA,2.0,30.0,2004,0,0,EF1
FL,30.0,20.0,2004,1,0,EF0
FL,2.0,200.0,2004,0,0,EF1
FL,2.0,3000.0,2004,0,0,EF1
FL,0.5,30.0,2004,0,0,EF1
KY,0.2,50.0,2004,0,0,EF0
GA,1.0,50.0,2004,0,0,EF0
VA,12.0,200.0,2004,0,0,EF1
VA,6.0,100.0,2004,0,0,EF1
AR,3.3,50.0,2004,0,0,EF0
AR,1.8,300.0,2004,0,0,EF2
AR,0.2,25.0,2004,0,0,EF0
TX,3.0,600.0,2004,0,1,EF2
FL,0.1,20.0,2004,0,0,EF0
GA,0.5,30.0,2004,0,0,EF0
WA,1.0,30.0,2004,0,0,EF0
SC,0.5,40.0,2004,0,0,EF0
SC,2.0,100.0,2004,1,0,EF1
SC,0.5,80.0,2004,0,0,EF0
PA,0.5,40.0,2004,0,0,EF1
PA,2.0,30.0,2004,0,0,EF1
VA,1.0,50.0,2004,0,0,EF0
VA,1.0,50.0,2004,0,0,EF0
VA,0.5,150.0,2004,0,0,EF0
VA,0.2,40.0,2004,0,0,EF1
AL,0.1,30.0,2004,0,0,EF0
AL,0.2,40.0,2004,0,0,EF0
SC,0.5,40.0,2004,0,0,EF0
VA,0.3,100.0,2004,0,0,EF0
VA,0.3,50.0,2004,0,0,EF0
FL,0.2,10.0,2004,0,0,EF0
FL,0.5,20.0,2004,0,0,EF1
FL,0.5,15.0,2004,0,0,EF0
NC,4.0,50.0,2004,0,0,EF0
NC,1.0,50.0,2004,0,0,EF0
IA,2.7,40.0,2004,0,0,EF1
IA,2.0,50.0,2004,0,0,EF0
MD,0.8,30.0,2004,0,0,EF0
NC,0.2,25.0,2004,0,0,EF0
NC,0.1,30.0,2004,0,0,EF0
OK,1.2,75.0,2004,0,0,EF0
SC,0.1,25.0,2004,0,0,EF0
SC,0.4,30.0,2004,0,0,EF1
MS,18.0,600.0,2004,0,0,EF3
MS,1.0,75.0,2004,0,0,EF0
SC,0.5,20.0,2004,0,0,EF0
SC,0.2,25.0,2004,0,0,EF0
NC,3.0,100.0,2004,0,0,EF0
VA,1.0,100.0,2004,0,0,EF0
VA,10.0,300.0,2004,0,0,EF1
IL,1.5,75.0,2004,0,0,EF1
AL,0.9,50.0,2004,0,0,EF1
AL,3.3,100.0,2004,0,0,EF0
NC,0.3,20.0,2004,3,0,EF1
VA,1.5,60.0,2004,0,0,EF1
VA,2.0,150.0,2004,0,0,EF1
AL,1.0,30.0,2004,0,0,EF0
VA,1.0,100.0,2004,0,0,EF1
GA,0.2,50.0,2004,0,0,EF0
IL,0.5,50.0,2004,0,0,EF1
IA,12.0,100.0,2004,0,0,EF0
IA,0.1,50.0,2004,0,0,EF0
GA,7.0,500.0,2004,0,0,EF1
NC,2.0,30.0,2004,0,0,EF1
FL,4.0,100.0,2004,0,0,EF1
FL,12.0,75.0,2004,0,0,EF0
FL,7.0,75.0,2004,0,0,EF0
GA,0.2,50.0,2004,0,0,EF0
GA,4.0,100.0,2004,0,0,EF0
GA,15.0,100.0,2004,0,0,EF1
FL,6.0,200.0,2004,0,0,EF1
FL,5.0,200.0,2004,1,1,EF1
FL,8.0,500.0,2004,3,0,EF2
FL,5.0,200.0,2004,7,1,EF1
FL,7.0,600.0,2004,5,4,EF2
IA,0.0,40.0,2004,0,0,EF1
IA,0.8,40.0,2004,0,0,EF1
NC,0.5,25.0,2004,0,0,EF0
NC,0.5,25.0,2004,0,0,EF0
MN,2.0,50.0,2004,0,0,EF0
GA,1.0,400.0,2004,4,0,EF1
GA,0.3,50.0,2004,0,0,EF0
SC,0.5,40.0,2004,0,0,EF0
SC,1.0,50.0,2004,0,0,EF0
PA,2.0,50.0,2004,0,0,EF1
PA,1.0,75.0,2004,0,0,EF1
IL,4.3,250.0,2004,2,0,EF2
FL,0.5,50.0,2004,0,0,EF1
VA,0.5,50.0,2004,0,0,EF0
VA,1.0,100.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
VA,0.2,50.0,2004,0,0,EF0
IL,8.0,100.0,2004,0,0,EF1
SC,2.0,40.0,2004,0,0,EF0
SC,0.5,50.0,2004,0,0,EF0
MO,0.2,50.0,2004,0,0,EF0
VA,1.5,200.0,2004,0,0,EF1
VA,1.5,60.0,2004,0,0,EF1
AZ,3.0,100.0,2004,0,0,EF0
NC,3.0,30.0,2004,0,0,EF0
MS,0.5,100.0,2004,0,0,EF0
SC,3.0,100.0,2004,0,0,EF1
VA,0.5,50.0,2004,0,0,EF0
VA,2.0,50.0,2004,0,0,EF0
VA,7.0,50.0,2004,0,0,EF0
VA,2.0,40.0,2004,0,0,EF0
LA,0.5,10.0,2004,0,0,EF0
LA,1.0,10.0,2004,0,0,EF0
LA,1.0,10.0,2004,0,0,EF0
LA,1.0,10.0,2004,0,0,EF0
KY,0.3,100.0,2004,0,0,EF1
MO,0.3,50.0,2004,0,0,EF0
PA,2.5,50.0,2004,0,0,EF1
PA,1.5,100.0,2004,0,0,EF1
PA,4.5,100.0,2004,0,0,EF1
IL,6.0,300.0,2004,0,0,EF2
SC,1.0,100.0,2004,0,0,EF0
MD,0.5,25.0,2004,0,0,EF0
SC,1.6,30.0,2004,0,0,EF1
SC,1.5,30.0,2004,0,0,EF1
VA,0.5,75.0,2004,0,0,EF0
SD,2.2,50.0,2004,0,0,EF2
SC,0.5,40.0,2004,0,0,EF0
GA,7.5,30.0,2004,1,0,EF1
GA,1.0,20.0,2004,0,0,EF1
GA,5.5,50.0,2004,1,1,EF2
GA,1.5,40.0,2004,0,0,EF1
TX,5.0,200.0,2004,0,0,EF1
VA,1.9,100.0,2004,0,0,EF1
MS,1.0,75.0,2004,0,0,EF0
TX,8.0,300.0,2004,0,0,EF2
TX,6.0,500.0,2004,0,0,EF2
TX,9.0,500.0,2004,0,0,EF2
TX,3.0,300.0,2004,0,0,EF1
WI,0.3,25.0,2004,0,0,EF0
FL,2.0,30.0,2004,0,0,EF0
AL,3.0,30.0,2004,0,0,EF0
NM,0.1,50.0,2004,0,0,EF0
FL,3.0,40.0,2004,0,0,EF0
MS,0.5,30.0,2004,0,0,EF0
MS,0.5,30.0,2004,0,0,EF0
GA,8.5,75.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF0
ND,0.3,25.0,2004,0,0,EF0
ND,0.3,25.0,2004,0,0,EF0
OK,3.0,400.0,2004,0,0,EF1
FL,0.2,30.0,2004,0,0,EF0
FL,1.0,30.0,2004,0,0,EF0
AL,4.5,500.0,2004,0,0,EF2
CO,0.1,50.0,2004,0,0,EF0
CO,0.2,100.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
FL,4.0,1.0,2004,0,0,EF1
GA,2.0,1.0,2004,0,0,EF0
VA,12.4,100.0,2004,1,0,EF1
IA,2.0,40.0,2004,0,0,EF1
GA,5.0,300.0,2004,0,0,EF1
IA,0.5,25.0,2004,0,0,EF0
IA,0.2,20.0,2004,0,0,EF0
IA,0.2,20.0,2004,0,0,EF0
FL,2.0,1.0,2004,0,0,EF0
GA,1.0,1.0,2004,0,0,EF0
FL,1.0,1.0,2004,0,0,EF0
MN,2.0,25.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
SC,0.5,40.0,2004,0,0,EF0
SC,1.0,150.0,2004,0,0,EF0
GA,0.5,35.0,2004,0,0,EF0
VA,0.8,100.0,2004,0,0,EF0
VA,1.5,50.0,2004,0,0,EF1
MN,2.0,25.0,2004,0,0,EF0
MN,1.0,50.0,2004,0,0,EF1
GA,0.5,40.0,2004,0,0,EF0
GA,0.7,40.0,2004,0,0,EF0
GA,0.5,30.0,2004,0,0,EF0
NC,9.3,50.0,2004,0,0,EF1
VA,3.0,300.0,2004,0,0,EF2
AL,10.7,500.0,2004,0,1,EF2
MN,4.0,100.0,2004,0,0,EF2
GA,0.5,40.0,2004,0,0,EF0
NC,0.9,40.0,2004,0,0,EF0
SC,4.0,100.0,2004,0,0,EF1
ND,0.0,20.0,2004,0,0,EF0
IL,0.3,30.0,2004,0,0,EF1
MN,0.5,25.0,2004,0,0,EF0
MN,0.2,25.0,2004,0,0,EF0
NC,0.5,20.0,2004,0,0,EF0
NC,1.0,50.0,2004,0,0,EF0
NC,0.5,20.0,2004,0,0,EF0
FL,5.0,0.2,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
IA,0.5,70.0,2004,0,0,EF1
NE,0.1,80.0,2004,0,0,EF0
MN,0.5,25.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
NC,0.2,30.0,2004,0,0,EF1
NC,0.1,20.0,2004,0,0,EF0
IL,1.0,70.0,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
SD,0.1,10.0,2004,0,0,EF0
SD,0.1,10.0,2004,0,0,EF0
SD,0.1,10.0,2004,0,0,EF0
PA,2.0,400.0,2004,0,0,EF1
FL,0.2,50.0,2004,0,0,EF0
DE,0.5,100.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
WI,0.2,60.0,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
FL,5.0,0.2,2004,0,0,EF0
FL,1.0,0.2,2004,0,0,EF0
IL,1.0,70.0,2004,0,0,EF0
IL,1.2,50.0,2004,0,0,EF0
SD,0.5,100.0,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
SD,0.2,20.0,2004,0,0,EF1
SD,0.2,10.0,2004,0,0,EF0
IL,0.3,125.0,2004,0,0,EF1
MA,6.0,40.0,2004,0,0,EF1
MO,0.1,50.0,2004,0,0,EF0
MO,0.1,50.0,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
SC,1.0,100.0,2004,0,0,EF1
NC,2.0,200.0,2004,0,0,EF2
SC,1.2,50.0,2004,0,0,EF0
FL,2.0,1.0,2004,0,0,EF0
PA,2.5,125.0,2004,0,0,EF1
PA,1.0,75.0,2004,0,0,EF0
KS,0.3,50.0,2004,0,0,EF0
MD,3.0,250.0,2004,0,0,EF1
MA,1.0,150.0,2004,0,0,EF0
PA,0.8,25.0,2004,0,0,EF0
FL,3.0,0.2,2004,0,0,EF0
FL,10.0,0.2,2004,0,0,EF0
FL,0.5,0.2,2004,0,0,EF0
FL,1.0,0.2,2004,0,0,EF0
FL,1.0,0.2,2004,0,0,EF0
NC,6.0,50.0,2004,0,0,EF1
VA,0.8,33.0,2004,0,0,EF0
NJ,2.6,100.0,2004,2,0,EF1
CA,1.0,800.0,2004,0,0,EF0
CA,1.0,200.0,2004,0,0,EF0
IA,3.0,880.0,2004,0,0,EF2
IA,2.0,100.0,2004,0,0,EF0
CO,0.1,15.0,2004,0,0,EF0
MT,0.0,0.0,2004,0,0,EF0
SC,0.5,25.0,2004,0,0,EF0
TX,0.1,75.0,2004,0,0,EF0
TX,0.2,75.0,2004,0,0,EF0
FL,2.0,1.0,2004,0,0,EF0
TN,0.3,30.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
NY,0.1,10.0,2004,0,0,EF0
MN,0.3,25.0,2004,0,0,EF0
MN,0.3,25.0,2004,0,0,EF0
IA,0.3,40.0,2004,0,0,EF0
NC,0.0,20.0,2004,0,0,EF1
VA,1.0,587.0,2004,1,0,EF1
SD,0.1,10.0,2004,0,0,EF0
SD,0.1,10.0,2004,0,0,EF0
TX,0.1,40.0,2004,0,0,EF0
TX,0.1,40.0,2004,0,0,EF0
NM,0.1,50.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
KS,0.2,20.0,2004,0,0,EF0
MN,0.5,25.0,2004,0,0,EF0
MN,10.0,50.0,2004,0,0,EF1
IA,0.2,40.0,2004,0,0,EF0
IA,0.2,50.0,2004,0,0,EF1
IA,0.2,30.0,2004,0,0,EF0
IA,0.3,40.0,2004,0,0,EF0
IA,0.3,30.0,2004,0,0,EF0
ND,0.0,20.0,2004,0,0,EF0
MO,0.5,125.0,2004,7,3,EF2
TX,0.2,25.0,2004,0,0,EF0
TX,0.7,50.0,2004,0,0,EF0
MS,10.0,400.0,2004,0,0,EF2
VA,2.0,75.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
VA,8.0,150.0,2004,0,0,EF2
NC,0.1,20.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
AR,0.7,40.0,2004,0,0,EF1
AR,5.0,100.0,2004,0,0,EF0
AR,6.0,100.0,2004,0,0,EF0
AR,12.0,100.0,2004,0,0,EF0
AL,2.0,50.0,2004,0,0,EF1
AL,2.0,35.0,2004,0,0,EF0
MS,0.1,25.0,2004,0,0,EF0
AL,4.5,300.0,2004,4,0,EF2
AL,0.1,50.0,2004,0,0,EF0
FL,3.0,200.0,2004,0,0,EF1
AL,1.5,200.0,2004,0,0,EF0
TX,0.1,50.0,2004,0,0,EF0
OK,1.0,25.0,2004,0,0,EF0
TX,0.3,25.0,2004,0,0,EF0
TN,0.7,200.0,2004,0,0,EF1
MS,13.0,400.0,2004,0,0,EF2
TX,0.6,50.0,2004,0,0,EF0
AL,0.1,30.0,2004,0,0,EF0
FL,1.0,50.0,2004,0,0,EF1
TX,7.0,200.0,2004,0,0,EF0
MS,7.0,75.0,2004,0,0,EF1
MS,3.0,75.0,2004,0,0,EF1
MS,5.2,150.0,2004,0,0,EF1
NJ,2.5,17.0,2004,0,0,EF0
MS,0.2,30.0,2004,0,0,EF0
AL,3.0,100.0,2004,0,0,EF1
AL,0.5,30.0,2004,0,0,EF0
MS,0.2,30.0,2004,0,0,EF0
AL,9.7,500.0,2004,1,0,EF2
AL,8.0,100.0,2004,0,0,EF2
AL,22.3,1400.0,2004,0,0,EF2
AL,18.7,1400.0,2004,0,0,EF2
AL,14.7,300.0,2004,1,0,EF1
AL,0.2,30.0,2004,0,0,EF0
AL,0.5,30.0,2004,0,0,EF0
DE,5.0,150.0,2004,0,0,EF2
AL,5.0,200.0,2004,0,0,EF1
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
AR,6.0,100.0,2004,0,0,EF0
AR,0.5,30.0,2004,0,0,EF0
AR,0.3,30.0,2004,0,0,EF0
AR,6.0,200.0,2004,0,0,EF1
AR,2.3,50.0,2004,0,0,EF1
AR,3.5,30.0,2004,0,0,EF0
AR,8.6,100.0,2004,0,0,EF0
NM,0.1,20.0,2004,0,0,EF0
AL,1.0,200.0,2004,0,0,EF1
TN,0.5,100.0,2004,1,0,EF1
TN,8.3,300.0,2004,1,0,EF1
MS,5.0,200.0,2004,0,0,EF2
AL,3.0,75.0,2004,0,0,EF2
MS,0.2,30.0,2004,0,0,EF0
MS,0.3,30.0,2004,0,0,EF0
MS,2.0,70.0,2004,0,0,EF1
MS,9.0,100.0,2004,0,0,EF1
MS,4.0,100.0,2004,0,0,EF1
TX,0.1,20.0,2004,0,0,EF0
TX,2.0,100.0,2004,0,0,EF0
TX,0.3,30.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.3,30.0,2004,0,0,EF0
NC,0.1,10.0,2004,0,0,EF0
TX,0.3,30.0,2004,0,0,EF0
TN,0.5,25.0,2004,0,0,EF0
MO,5.5,100.0,2004,0,0,EF1
MO,0.5,40.0,2004,0,0,EF0
MO,0.5,50.0,2004,0,0,EF0
MO,1.0,200.0,2004,0,0,EF0
MS,0.3,30.0,2004,0,0,EF0
TX,0.1,50.0,2004,0,0,EF0
MS,2.0,100.0,2004,0,0,EF0
TX,12.0,300.0,2004,0,0,EF1
WY,3.6,100.0,2004,0,0,EF0
TX,0.8,200.0,2004,0,0,EF1
AL,11.9,200.0,2004,2,0,EF2
AL,1.2,50.0,2004,0,0,EF0
AL,3.8,50.0,2004,0,0,EF0
VA,3.0,100.0,2004,0,0,EF1
VA,7.0,100.0,2004,0,0,EF2
OK,1.2,20.0,2004,0,0,EF0
MS,0.2,40.0,2004,0,0,EF0
FL,0.7,40.0,2004,0,0,EF1
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.2,25.0,2004,0,0,EF0
TX,0.3,25.0,2004,0,0,EF0
AR,17.2,600.0,2004,0,0,EF2
MS,1.2,50.0,2004,0,0,EF0
MS,4.0,50.0,2004,0,0,EF0
TX,0.3,30.0,2004,0,0,EF0
MD,5.0,150.0,2004,0,0,EF1
MS,24.0,200.0,2004,0,0,EF2
AL,2.0,200.0,2004,0,0,EF1
AL,8.6,250.0,2004,0,0,EF1
AL,0.1,20.0,2004,0,0,EF0
TX,0.5,50.0,2004,0,0,EF0
NY,0.1,5.0,2004,0,0,EF0
VA,0.5,75.0,2004,0,0,EF1
AL,0.8,30.0,2004,0,0,EF0
MS,0.1,20.0,2004,0,0,EF0
AR,8.0,25.0,2004,0,0,EF0
AR,0.5,25.0,2004,0,0,EF0
AR,3.0,75.0,2004,0,0,EF1
MD,3.0,100.0,2004,0,0,EF0
VA,7.0,250.0,2004,0,0,EF1
VA,5.0,125.0,2004,0,0,EF2
VA,9.0,250.0,2004,2,0,EF1
VA,0.5,50.0,2004,0,0,EF0
VA,13.0,200.0,2004,0,0,EF2
AR,1.0,50.0,2004,0,0,EF0
MS,6.0,40.0,2004,0,0,EF0
MS,4.0,200.0,2004,0,0,EF1
AR,10.0,75.0,2004,0,0,EF1
AR,0.3,25.0,2004,0,0,EF0
AR,4.0,25.0,2004,0,0,EF0
