state,tor_length,tor_width,year,injuries,fatalities,tor_scale_unified
NE,0.1,25.0,2004,0,0,EF0
SD,0.2,50.0,2004,0,0,EF0
SD,0.2,100.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
NE,0.2,75.0,2004,0,0,EF0
NE,8.0,800.0,2004,0,0,EF2
TX,1.0,20.0,2004,0,0,EF0
TN,0.1,10.0,2004,0,0,EF1
IN,17.5,100.0,2004,26,0,EF2
IN,2.5,100.0,2004,0,0,EF0
IN,0.1,20.0,2004,0,0,EF0
NE,2.0,150.0,2004,0,0,EF1
NE,0.1,25.0,2004,0,0,EF0
NE,0.1,25.0,2004,0,0,EF0
SD,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
TX,0.5,50.0,2004,0,0,EF0
MN,0.5,50.0,2004,0,0,EF0
IA,0.5,50.0,2004,0,0,EF0
IA,0.2,50.0,2004,0,0,EF0
NE,2.0,75.0,2004,0,0,EF0
NE,2.0,450.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF0
AL,3.2,70.0,2004,0,0,EF1
AL,6.0,150.0,2004,0,0,EF1
SD,0.1,50.0,2004,0,0,EF0
CO,6.0,150.0,2004,0,0,EF2
CO,0.1,50.0,2004,0,0,EF0
CO,12.0,500.0,2004,0,0,EF0
CO,4.0,150.0,2004,0,0,EF0
NE,0.1,50.0,2004,0,0,EF0
KS,0.5,50.0,2004,0,0,EF0
IL,0.1,40.0,2004,3,0,EF0
SD,0.1,50.0,2004,0,0,EF0
NE,0.2,75.0,2004,0,0,EF0
TX,1.2,40.0,2004,0,0,EF0
SD,1.5,30.0,2004,0,0,EF0
PA,0.3,100.0,2004,0,0,EF0
MI,0.1,10.0,2004,0,0,EF0
MI,0.1,10.0,2004,0,0,EF0
SD,1.5,30.0,2004,0,0,EF0
IL,0.2,50.0,2004,0,0,EF0
KS,0.5,50.0,2004,0,0,EF0
NE,3.0,50.0,2004,0,0,EF0
IN,3.0,80.0,2004,0,0,EF2
KS,0.1,50.0,2004,0,0,EF0
KY,0.1,25.0,2004,0,0,EF0
MO,2.0,40.0,2004,0,0,EF0
NE,20.0,700.0,2004,0,0,EF2
NE,0.2,25.0,2004,0,0,EF1
MI,0.5,30.0,2004,0,0,EF0
MI,0.1,5.0,2004,0,0,EF0
MO,5.0,150.0,2004,0,0,EF1
MO,3.0,100.0,2004,0,0,EF0
TX,0.5,50.0,2004,0,0,EF0
OK,0.1,75.0,2004,0,0,EF0
OK,3.5,300.0,2004,0,0,EF0
OK,7.2,600.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF0
MO,9.5,200.0,2004,0,0,EF1
MO,1.0,100.0,2004,0,0,EF1
MO,2.0,400.0,2004,0,0,EF3
MO,5.0,100.0,2004,0,0,EF2
WY,0.2,25.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
IN,7.0,75.0,2004,0,0,EF0
IN,1.0,50.0,2004,0,0,EF0
NE,1.0,50.0,2004,0,0,EF0
KS,3.0,100.0,2004,0,0,EF0
KS,0.5,50.0,2004,0,0,EF0
KS,1.0,50.0,2004,0,0,EF0
KS,1.0,50.0,2004,0,0,EF0
KS,2.0,100.0,2004,0,0,EF2
KS,0.1,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
MN,1.5,150.0,2004,0,0,EF3
MN,0.1,25.0,2004,0,0,EF0
MO,0.5,50.0,2004,0,0,EF0
NE,0.1,50.0,2004,0,0,EF0
MI,3.5,75.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
KY,6.5,175.0,2004,0,0,EF2
KY,0.5,175.0,2004,0,0,EF2
MS,3.0,200.0,2004,0,0,EF1
TX,0.1,20.0,2004,0,0,EF0
AR,10.0,100.0,2004,0,0,EF1
NE,0.1,10.0,2004,0,0,EF0
NE,2.0,20.0,2004,0,0,EF0
IA,3.0,50.0,2004,0,0,EF0
AR,3.5,25.0,2004,0,0,EF0
NE,0.1,10.0,2004,0,0,EF0
GA,6.5,100.0,2004,6,0,EF1
IA,2.0,200.0,2004,0,0,EF0
MO,0.2,50.0,2004,0,0,EF1
OK,0.1,20.0,2004,0,0,EF0
IL,3.5,80.0,2004,0,0,EF1
MO,5.0,100.0,2004,0,0,EF0
MD,1.5,100.0,2004,0,0,EF1
IN,4.5,360.0,2004,1,0,EF3
IL,4.0,100.0,2004,0,0,EF1
MN,0.1,25.0,2004,0,0,EF0
MN,0.1,25.0,2004,0,0,EF0
KY,0.5,50.0,2004,0,0,EF0
KY,0.1,30.0,2004,0,0,EF0
KS,3.5,200.0,2004,0,0,EF1
KS,1.0,50.0,2004,0,0,EF0
KS,1.0,50.0,2004,0,0,EF0
KS,1.0,100.0,2004,0,0,EF1
KS,0.5,50.0,2004,0,0,EF0
KS,1.0,75.0,2004,0,0,EF0
KS,1.0,75.0,2004,0,0,EF0
GA,1.5,100.0,2004,0,0,EF1
OK,4.5,50.0,2004,0,0,EF1
OK,2.0,20.0,2004,0,0,EF1
IN,6.0,200.0,2004,0,0,EF1
KS,1.0,50.0,2004,0,0,EF0
KS,0.5,100.0,2004,0,0,EF1
IL,0.2,10.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
IL,1.0,40.0,2004,0,0,EF0
ND,0.5,25.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
MO,5.0,400.0,2004,0,0,EF3
KS,0.5,50.0,2004,0,0,EF0
VA,1.5,50.0,2004,0,0,EF1
OK,1.0,50.0,2004,0,0,EF1
OK,4.6,100.0,2004,0,0,EF2
IN,2.0,10.0,2004,0,0,EF1
KS,0.5,20.0,2004,0,0,EF0
KS,0.3,40.0,2004,0,0,EF0
KS,2.5,120.0,2004,0,0,EF1
IA,0.3,30.0,2004,0,0,EF0
PA,1.0,20.0,2004,0,0,EF0
MO,1.0,75.0,2004,0,0,EF0
NE,3.0,100.0,2004,0,0,EF1
NE,2.0,80.0,2004,0,0,EF0
IL,2.0,70.0,2004,0,0,EF1
OK,9.1,1320.0,2004,0,0,EF2
MN,0.1,25.0,2004,0,0,EF0
OK,0.5,30.0,2004,0,0,EF0
OK,0.7,30.0,2004,0,0,EF0
OK,0.2,30.0,2004,0,0,EF0
OK,3.0,200.0,2004,0,0,EF0
MI,1.0,75.0,2004,0,0,EF1
IL,0.1,10.0,2004,0,0,EF0
MO,0.2,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
AR,1.8,25.0,2004,0,0,EF0
IN,2.5,20.0,2004,0,0,EF0
KS,2.0,100.0,2004,0,0,EF1
IL,0.3,75.0,2004,0,0,EF1
KY,0.1,366.0,2004,0,0,EF0
PA,7.0,50.0,2004,0,0,EF2
WV,3.0,1.0,2004,0,0,EF0
KY,2.0,300.0,2004,0,0,EF1
IL,7.8,240.0,2004,0,0,EF2
IL,0.5,50.0,2004,0,0,EF0
KS,0.2,50.0,2004,0,0,EF0
KS,1.0,75.0,2004,0,0,EF1
KS,1.0,50.0,2004,0,0,EF0
KS,1.0,50.0,2004,0,0,EF0
TN,0.3,50.0,2004,0,0,EF1
TN,0.8,150.0,2004,0,0,EF1
MO,2.0,50.0,2004,0,1,EF1
MO,0.1,40.0,2004,0,0,EF0
NE,0.2,100.0,2004,0,0,EF0
ND,3.0,200.0,2004,0,0,EF2
IL,7.0,80.0,2004,0,0,EF1
MS,2.0,50.0,2004,0,0,EF0
AR,0.5,150.0,2004,0,0,EF2
TX,0.4,50.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
IN,0.2,20.0,2004,0,0,EF0
IL,0.2,10.0,2004,0,0,EF0
MI,1.5,80.0,2004,0,0,EF1
IL,12.0,50.0,2004,0,0,EF1
IL,12.0,75.0,2004,0,0,EF1
NE,4.0,440.0,2004,0,0,EF1
NE,20.0,1200.0,2004,8,0,EF2
NE,7.0,2640.0,2004,0,0,EF4
NE,19.5,4400.0,2004,30,1,EF4
NE,3.5,880.0,2004,0,0,EF1
VA,0.5,50.0,2004,0,0,EF0
IL,4.5,70.0,2004,0,0,EF1
IL,0.5,60.0,2004,0,0,EF0
KY,0.3,30.0,2004,0,0,EF0
MI,2.5,50.0,2004,0,0,EF0
IL,0.2,10.0,2004,0,0,EF0
IL,0.2,20.0,2004,0,0,EF0
KY,5.4,100.0,2004,0,0,EF1
KS,4.0,200.0,2004,0,0,EF1
KS,5.0,200.0,2004,0,0,EF2
MN,1.0,50.0,2004,0,0,EF0
MN,0.3,25.0,2004,0,0,EF1
IA,5.0,500.0,2004,0,0,EF2
IA,7.5,880.0,2004,15,0,EF2
NE,0.2,20.0,2004,0,0,EF0
NE,0.2,20.0,2004,0,0,EF0
OK,0.3,50.0,2004,0,0,EF1
MO,1.0,25.0,2004,0,0,EF0
VA,3.0,300.0,2004,0,0,EF1
KS,0.1,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
IL,0.2,20.0,2004,0,0,EF0
TX,0.5,50.0,2004,0,0,EF1
OK,6.0,200.0,2004,0,0,EF0
OK,4.0,100.0,2004,0,0,EF0
IA,0.5,50.0,2004,0,0,EF0
IA,0.5,40.0,2004,0,0,EF0
MN,0.5,25.0,2004,0,0,EF0
MN,0.3,25.0,2004,0,0,EF0
MO,19.0,150.0,2004,0,0,EF1
MO,16.0,800.0,2004,0,0,EF4
KS,5.5,400.0,2004,2,0,EF1
NE,2.0,30.0,2004,0,0,EF0
NE,1.0,20.0,2004,0,0,EF0
NE,6.0,100.0,2004,0,0,EF1
NE,0.1,20.0,2004,0,0,EF0
NE,0.2,30.0,2004,0,0,EF0
IA,7.0,250.0,2004,0,0,EF1
MO,0.5,50.0,2004,0,0,EF0
IL,1.0,20.0,2004,0,0,EF0
NE,0.1,50.0,2004,0,0,EF0
MN,0.5,30.0,2004,0,0,EF0
OK,0.8,100.0,2004,0,0,EF0
OK,9.8,1760.0,2004,0,0,EF2
TX,2.8,75.0,2004,0,0,EF1
MS,3.0,40.0,2004,0,0,EF1
NE,0.2,50.0,2004,0,0,EF0
IA,0.2,60.0,2004,0,0,EF0
NE,0.1,20.0,2004,0,0,EF0
OK,2.5,300.0,2004,0,0,EF1
NE,1.0,20.0,2004,0,0,EF0
NE,1.0,40.0,2004,0,0,EF1
NE,0.2,10.0,2004,0,0,EF0
NE,0.2,20.0,2004,0,0,EF1
NE,0.5,30.0,2004,0,0,EF1
NE,0.2,10.0,2004,0,0,EF0
KS,0.5,25.0,2004,0,0,EF0
TX,0.1,50.0,2004,0,0,EF0
WI,7.5,125.0,2004,0,0,EF2
WI,3.5,100.0,2004,0,0,EF1
IA,0.1,50.0,2004,0,0,EF0
IA,1.0,100.0,2004,0,0,EF1
ND,0.3,25.0,2004,0,0,EF0
ND,0.3,25.0,2004,0,0,EF0
IA,8.0,150.0,2004,0,0,EF3
MN,4.0,150.0,2004,0,0,EF3
ND,0.2,50.0,2004,0,0,EF1
ND,0.5,50.0,2004,0,0,EF1
ND,8.0,150.0,2004,0,0,EF2
TX,0.1,50.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
CO,1.0,50.0,2004,0,0,EF0
CO,1.0,50.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
CO,0.5,75.0,2004,0,0,EF0
WI,5.0,50.0,2004,0,0,EF1
WI,4.0,30.0,2004,0,0,EF1
WI,2.0,40.0,2004,0,0,EF1
WI,16.0,50.0,2004,13,0,EF1
WI,4.5,50.0,2004,3,0,EF1
PA,7.5,500.0,2004,0,0,EF3
NC,0.1,10.0,2004,0,0,EF0
NC,3.0,35.0,2004,0,0,EF1
MO,1.0,150.0,2004,0,0,EF1
IL,0.1,10.0,2004,0,0,EF0
IL,0.1,10.0,2004,0,0,EF0
MI,0.1,50.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
FL,0.2,10.0,2004,0,0,EF0
NE,1.5,40.0,2004,0,0,EF2
ND,3.0,40.0,2004,0,0,EF0
ND,0.0,30.0,2004,0,0,EF0
ND,1.0,40.0,2004,0,0,EF0
TX,0.1,20.0,2004,0,0,EF0
MN,0.2,20.0,2004,0,0,EF0
CO,2.0,100.0,2004,0,0,EF0
CO,2.0,150.0,2004,0,0,EF0
WI,0.5,30.0,2004,0,0,EF0
IA,5.5,200.0,2004,0,0,EF2
VA,1.0,100.0,2004,0,0,EF1
MN,0.1,25.0,2004,0,0,EF0
CO,2.0,100.0,2004,1,0,EF2
PA,1.0,100.0,2004,0,0,EF0
NE,1.0,20.0,2004,0,0,EF1
NE,1.0,20.0,2004,0,0,EF0
ND,2.0,40.0,2004,0,0,EF0
ND,0.0,30.0,2004,0,0,EF0
IA,2.0,100.0,2004,0,0,EF1
IA,1.5,100.0,2004,0,0,EF1
FL,7.0,1.0,2004,0,0,EF2
PA,1.0,20.0,2004,0,0,EF1
NE,0.1,20.0,2004,0,0,EF0
CO,1.0,100.0,2004,0,0,EF0
IA,4.0,40.0,2004,0,0,EF0
MN,4.0,50.0,2004,0,0,EF1
MI,0.1,10.0,2004,0,0,EF0
GA,0.0,0.0,2004,0,0,EF0
NE,0.0,30.0,2004,0,0,EF0
NE,0.1,30.0,2004,0,0,EF0
NE,0.1,30.0,2004,0,0,EF0
WA,0.5,20.0,2004,0,0,EF0
PA,1.0,150.0,2004,0,0,EF1
PA,2.5,100.0,2004,0,0,EF1
OR,0.5,20.0,2004,0,0,EF0
TX,0.1,50.0,2004,0,0,EF0
IA,0.1,20.0,2004,0,0,EF0
IA,5.0,40.0,2004,0,0,EF1
IA,0.2,20.0,2004,0,0,EF0
MN,0.2,20.0,2004,0,0,EF0
MN,0.2,20.0,2004,0,0,EF0
IA,0.2,20.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
ND,6.0,50.0,2004,0,0,EF1
MN,0.2,20.0,2004,0,0,EF0
AL,0.1,2.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
FL,1.0,1.0,2004,0,0,EF1
MO,0.5,50.0,2004,0,0,EF0
CO,2.0,100.0,2004,0,0,EF0
MN,0.1,30.0,2004,0,0,EF0
SC,1.7,25.0,2004,0,0,EF0
IA,0.3,70.0,2004,0,0,EF1
IL,0.3,125.0,2004,0,0,EF1
ND,0.0,30.0,2004,0,0,EF0
SC,8.0,440.0,2004,0,0,EF1
IA,5.0,100.0,2004,0,0,EF1
MN,0.5,50.0,2004,0,0,EF0
FL,0.1,20.0,2004,0,0,EF0
SC,0.5,100.0,2004,0,0,EF0
SC,0.5,100.0,2004,0,0,EF0
IA,0.1,40.0,2004,0,0,EF0
SC,3.0,220.0,2004,0,0,EF1
SC,3.0,100.0,2004,0,0,EF0
SC,1.0,80.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
IA,3.5,30.0,2004,0,0,EF1
IA,0.5,25.0,2004,0,0,EF0
IA,3.0,25.0,2004,0,0,EF0
NE,0.0,30.0,2004,0,0,EF0
OH,0.1,30.0,2004,0,0,EF0
SC,3.0,400.0,2004,0,0,EF0
SC,5.0,440.0,2004,0,0,EF1
IA,1.7,75.0,2004,0,0,EF1
SC,6.0,80.0,2004,0,0,EF0
IA,6.0,100.0,2004,0,0,EF1
SC,0.5,100.0,2004,0,0,EF0
SC,0.5,100.0,2004,0,0,EF0
SC,4.0,500.0,2004,3,0,EF2
SC,7.0,440.0,2004,5,0,EF2
SC,16.0,400.0,2004,0,0,EF0
SC,0.5,100.0,2004,0,0,EF0
MT,300.0,10.0,2004,0,0,EF0
ND,0.5,25.0,2004,0,0,EF0
KS,0.5,55.0,2004,0,0,EF0
KS,0.0,55.0,2004,0,0,EF0
NC,5.0,500.0,2004,29,3,EF2
SC,0.5,100.0,2004,0,0,EF0
SC,2.5,440.0,2004,3,0,EF2
SC,1.0,200.0,2004,0,0,EF1
SC,0.5,100.0,2004,0,0,EF0
ID,0.2,20.0,2004,0,0,EF0
SC,1.0,300.0,2004,0,0,EF1
CO,0.5,30.0,2004,0,0,EF0
CO,0.4,40.0,2004,0,0,EF0
KS,0.3,50.0,2004,0,0,EF0
KS,0.1,50.0,2004,0,0,EF0
IA,3.0,200.0,2004,0,0,EF3
IA,0.0,50.0,2004,0,0,EF0
FL,2.5,50.0,2004,0,0,EF1
IA,0.5,40.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
MN,0.1,30.0,2004,0,0,EF0
FL,2.0,30.0,2004,0,0,EF0
FL,1.0,30.0,2004,0,0,EF0
PA,4.0,100.0,2004,0,0,EF1
CO,2.0,100.0,2004,0,0,EF0
KS,3.0,110.0,2004,0,0,EF2
SC,1.0,25.0,2004,0,0,EF0
SC,4.0,440.0,2004,0,0,EF1
IA,0.5,50.0,2004,0,0,EF0
WI,4.2,500.0,2004,0,0,EF1
ND,4.0,100.0,2004,0,0,EF2
MN,0.1,30.0,2004,0,0,EF0
IA,0.3,40.0,2004,0,0,EF0
CO,1.0,75.0,2004,0,0,EF0
AL,1.0,30.0,2004,0,0,EF0
TN,1.0,30.0,2004,0,0,EF0
SC,3.0,400.0,2004,0,0,EF1
SC,2.0,300.0,2004,0,0,EF1
SC,0.5,100.0,2004,0,0,EF0
SC,7.0,880.0,2004,1,0,EF3
SC,0.5,100.0,2004,0,0,EF0
SC,1.0,150.0,2004,0,0,EF0
SC,6.0,75.0,2004,0,0,EF0
SC,6.0,400.0,2004,1,0,EF1
SC,3.0,400.0,2004,4,0,EF1
SC,3.0,100.0,2004,0,0,EF0
SC,2.0,80.0,2004,0,0,EF0
WY,0.1,10.0,2004,0,0,EF0
IN,0.3,50.0,2004,0,0,EF1
IA,3.0,100.0,2004,0,0,EF1
MN,0.5,100.0,2004,0,0,EF1
TX,0.1,50.0,2004,0,0,EF0
IA,0.5,50.0,2004,0,0,EF0
NY,0.1,50.0,2004,0,0,EF0
SD,0.1,50.0,2004,0,0,EF0
SD,0.5,100.0,2004,0,0,EF1
KS,0.1,25.0,2004,0,0,EF0
SC,0.5,25.0,2004,0,0,EF0
IL,9.6,440.0,2004,3,0,EF4
IL,0.1,10.0,2004,0,0,EF0
NC,3.0,100.0,2004,4,0,EF1
PA,5.0,100.0,2004,0,0,EF1
ND,2.0,100.0,2004,0,0,EF0
MN,0.5,25.0,2004,0,0,EF0
MN,5.0,50.0,2004,0,0,EF1
MT,100.0,10.0,2004,0,0,EF0
GA,0.1,50.0,2004,0,0,EF0
PA,0.1,30.0,2004,0,0,EF0
IA,0.1,25.0,2004,0,0,EF0
LA,0.2,25.0,2004,0,0,EF0
VA,0.3,30.0,2004,0,0,EF1
VA,0.3,30.0,2004,0,0,EF1
VA,0.3,30.0,2004,0,0,EF0
KS,0.2,50.0,2004,0,0,EF0
TX,0.2,25.0,2004,0,0,EF0
AL,0.2,60.0,2004,0,0,EF0
TX,0.1,60.0,2004,0,0,EF0
ND,6.5,50.0,2004,0,0,EF1
IA,0.1,200.0,2004,0,0,EF0
IA,6.0,400.0,2004,0,0,EF3
IA,1.8,100.0,2004,0,0,EF1
IA,0.1,100.0,2004,0,0,EF0
IA,0.1,50.0,2004,0,0,EF0
MI,0.1,15.0,2004,0,0,EF0
SC,2.0,440.0,2004,0,0,EF1
OR,2.2,100.0,2004,0,0,EF1
FL,42.0,100.0,2004,0,0,EF2
NC,6.0,30.0,2004,0,0,EF1
IA,0.2,20.0,2004,0,0,EF0
WI,0.1,25.0,2004,0,0,EF0
NE,0.1,20.0,2004,0,0,EF0
GA,0.2,50.0,2004,0,0,EF0
IA,0.2,30.0,2004,0,0,EF0
IA,0.5,50.0,2004,0,0,EF0
ND,10.0,200.0,2004,0,0,EF4
ND,1.0,25.0,2004,0,0,EF0
ND,0.2,25.0,2004,0,0,EF0
SC,6.0,440.0,2004,0,0,EF1
TX,0.5,25.0,2004,0,0,EF0
IL,0.1,10.0,2004,0,0,EF0
SC,3.0,120.0,2004,0,0,EF0
SC,2.0,220.0,2004,13,1,EF2
MT,100.0,10.0,2004,0,0,EF0
MT,100.0,10.0,2004,0,0,EF0
WI,2.0,50.0,2004,0,0,EF0
IN,0.1,25.0,2004,0,0,EF0
MO,0.5,50.0,2004,0,0,EF0
VA,0.5,50.0,2004,0,0,EF0
ND,0.5,25.0,2004,0,0,EF0
ND,4.0,50.0,2004,0,0,EF1
ND,3.0,100.0,2004,0,0,EF2
NE,0.5,20.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF1
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
CO,0.1,50.0,2004,0,0,EF0
MN,1.0,50.0,2004,0,0,EF1
AL,1.0,50.0,2004,1,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
MN,14.0,50.0,2004,0,0,EF1
MN,0.5,25.0,2004,0,0,EF0
TX,6.0,40.0,2004,6,0,EF1
IA,3.0,30.0,2004,0,0,EF1
IA,0.1,50.0,2004,0,0,EF0
IA,0.1,50.0,2004,0,0,EF0
IA,1.7,150.0,2004,0,0,EF1
SD,10.0,400.0,2004,0,0,EF0
NE,1.5,20.0,2004,2,0,EF1
NE,1.0,40.0,2004,0,0,EF2
NE,1.0,20.0,2004,0,0,EF0
FL,0.1,10.0,2004,0,0,EF0
IA,0.7,50.0,2004,0,0,EF0
ND,0.5,25.0,2004,0,0,EF0
AL,0.3,128.0,2004,0,0,EF0
TX,4.0,40.0,2004,0,0,EF1
TX,1.0,25.0,2004,0,0,EF0
ND,1.0,20.0,2004,0,0,EF0
VA,3.0,50.0,2004,0,0,EF1
WI,0.1,25.0,2004,0,0,EF0
ND,1.0,25.0,2004,0,0,EF0
TX,0.2,25.0,2004,0,0,EF0
NM,0.1,100.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
FL,1.0,50.0,2004,0,0,EF1
NE,0.1,25.0,2004,0,0,EF0
IA,4.0,60.0,2004,0,0,EF1
MN,0.1,50.0,2004,0,0,EF0
MN,1.5,100.0,2004,0,0,EF1
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.7,100.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
FL,0.1,10.0,2004,0,0,EF0
FL,0.3,15.0,2004,0,0,EF0
SC,4.0,50.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.5,75.0,2004,0,0,EF0
KS,0.9,100.0,2004,0,0,EF0
KS,1.5,125.0,2004,0,0,EF1
NY,0.2,100.0,2004,0,0,EF0
NY,2.0,350.0,2004,0,0,EF0
IA,0.2,20.0,2004,0,0,EF0
TX,0.8,50.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
ND,7.0,25.0,2004,0,0,EF0
ND,1.0,25.0,2004,0,0,EF0
KS,0.5,55.0,2004,0,0,EF0
SD,1.0,400.0,2004,0,0,EF1
ND,11.0,50.0,2004,0,0,EF1
MI,0.5,50.0,2004,0,0,EF0
ND,0.2,75.0,2004,0,0,EF1
MO,0.2,125.0,2004,0,0,EF1
MO,0.2,125.0,2004,0,0,EF1
MO,0.2,125.0,2004,0,0,EF1
KY,0.1,25.0,2004,0,0,EF0
MN,0.2,20.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
NM,0.2,50.0,2004,0,0,EF0
MI,7.1,50.0,2004,0,0,EF1
MD,1.5,75.0,2004,0,0,EF0
NE,1.0,100.0,2004,0,0,EF0
TX,0.8,30.0,2004,0,1,EF1
AR,0.3,50.0,2004,0,0,EF0
KY,0.1,25.0,2004,0,0,EF0
WI,16.7,400.0,2004,0,0,EF3
TX,0.1,25.0,2004,0,0,EF0
WI,7.2,400.0,2004,0,0,EF3
WI,3.6,300.0,2004,0,0,EF3
CA,0.0,40.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
TX,0.5,100.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
CO,0.5,50.0,2004,0,0,EF0
NE,0.1,20.0,2004,0,0,EF0
NE,0.5,20.0,2004,0,0,EF0
MN,6.0,100.0,2004,0,0,EF0
OH,4.0,50.0,2004,0,0,EF1
WI,4.0,300.0,2004,1,1,EF3
WI,3.0,150.0,2004,0,0,EF1
KS,0.5,75.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
TX,0.5,50.0,2004,0,0,EF0
MT,1.0,100.0,2004,0,0,EF0
WI,4.6,150.0,2004,0,0,EF1
CO,1.0,75.0,2004,0,0,EF1
FL,1.0,1.0,2004,0,0,EF1
MD,0.3,75.0,2004,0,0,EF0
FL,0.6,15.0,2004,0,0,EF0
IL,0.1,40.0,2004,0,0,EF0
MS,0.3,25.0,2004,0,0,EF0
NE,0.6,20.0,2004,0,0,EF0
KY,0.8,50.0,2004,0,0,EF0
OK,0.3,50.0,2004,0,0,EF0
KS,1.0,75.0,2004,0,0,EF0
WI,9.4,400.0,2004,0,0,EF3
TX,0.4,50.0,2004,0,0,EF1
MN,0.1,50.0,2004,0,0,EF0
OH,2.0,75.0,2004,0,0,EF1
MD,4.2,150.0,2004,0,0,EF1
VA,0.2,50.0,2004,0,0,EF0
OK,0.3,20.0,2004,0,0,EF0
MI,2.0,200.0,2004,0,0,EF1
NC,1.0,20.0,2004,0,0,EF0
WI,0.1,25.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
WI,0.1,25.0,2004,0,0,EF0
TX,1.0,50.0,2004,0,0,EF0
TX,1.0,30.0,2004,0,0,EF0
FL,0.2,50.0,2004,0,0,EF0
TX,0.1,25.0,2004,0,0,EF0
ID,1.0,20.0,2004,0,0,EF0
ID,4.0,0.1,2004,0,0,EF0
NY,0.1,10.0,2004,0,0,EF0
NE,0.1,25.0,2004,0,0,EF0
WI,0.1,10.0,2004,0,0,EF0
WI,1.5,25.0,2004,0,0,EF1
WI,2.5,100.0,2004,0,0,EF1
AL,0.1,20.0,2004,0,0,EF0
NC,0.5,100.0,2004,0,0,EF0
NC,1.0,100.0,2004,0,0,EF0
NC,0.1,30.0,2004,0,0,EF0
NC,0.1,25.0,2004,0,0,EF0
NC,0.1,30.0,2004,0,0,EF0
NC,0.1,20.0,2004,0,0,EF0
NE,12.0,300.0,2004,0,0,EF1
WI,0.1,10.0,2004,0,0,EF0
TX,50.0,20.0,2004,0,0,EF0
KS,0.6,50.0,2004,0,0,EF0
KS,0.1,25.0,2004,0,0,EF0
KY,0.9,50.0,2004,0,0,EF0
MO,0.1,25.0,2004,0,0,EF0
TX,3.0,50.0,2004,0,0,EF1
VA,0.1,15.0,2004,0,0,EF0
VA,2.0,50.0,2004,0,0,EF0
PA,3.5,100.0,2004,0,0,EF1
PA,2.0,200.0,2004,0,0,EF1
PA,2.0,100.0,2004,0,0,EF0
MN,0.3,25.0,2004,0,0,EF0
FL,1.0,1.0,2004,0,0,EF0
FL,1.0,1.0,2004,0,0,EF0
IL,0.3,40.0,2004,0,0,EF0
IL,0.2,50.0,2004,0,0,EF0
NC,0.5,25.0,2004,0,0,EF0
